Citizen_ID,Income_Tier,Scheme_Eligibility,Scheme_Amount,Last_Claim_Date,Region_Code,Account_Status,Aadhaar_Linked,Claim_Count
110721897352,Low,Health,5000,09-12-2024,AP-16,Active,TRUE,2
865226740379,Low,Health,5000,13-02-2025,MP-05,Active,TRUE,2
611863574192,Low,Health,5000,25-04-2025,RJ-20,Active,TRUE,0
348174371760,Low,Health,5000,14-03-2024,DL-19,Active,TRUE,2
646026919465,Low,Pension,2000,06-08-2024,KA-20,Active,TRUE,5
329899244390,Low,Pension,2000,17-07-2024,MH-13,Active,TRUE,3
844230771711,Low,Food,1000,26-02-2025,TN-15,Active,TRUE,5
516679719164,Low,Pension,2000,23-06-2023,KA-20,Active,TRUE,5
923434747219,Low,Health,5000,06-05-2025,DL-17,Active,TRUE,2
682439333044,Low,Food,1000,07-03-2025,GJ-01,Active,TRUE,2
660887235741,Low,Health,5000,16-05-2024,UP-07,Active,TRUE,4
728455958900,Low,Health,5000,03-12-2023,MH-16,Active,TRUE,1
762999963486,Low,Food,1000,22-12-2023,RJ-16,Active,TRUE,3
548228058398,Low,Pension,2000,10-08-2024,TN-17,Active,TRUE,0
336407268368,Low,Food,1000,07-01-2024,UP-03,Active,TRUE,3
321572930562,Low,Food,1000,25-08-2023,WB-04,Active,TRUE,4
808951371438,Low,Pension,2000,08-07-2025,AP-15,Active,TRUE,1
938701124258,Low,Pension,2000,26-02-2024,TN-12,Active,TRUE,5
678578731029,Low,Pension,2000,08-09-2025,TN-11,Active,TRUE,2
544288916198,Low,Pension,2000,25-07-2024,AP-06,Active,TRUE,3
564104712787,Low,Health,5000,26-03-2024,KA-18,Active,TRUE,5
539108671126,Low,Pension,2000,02-08-2024,WB-06,Active,TRUE,4
513099497484,Low,Health,5000,15-05-2023,TN-13,Active,TRUE,3
805283990154,Low,Pension,2000,26-03-2025,DL-13,Active,TRUE,4
614111422819,Low,Health,5000,25-11-2024,RJ-06,Active,TRUE,2
334962233826,Low,Food,1000,29-08-2023,KA-06,Active,TRUE,3
761994388808,Low,Pension,2000,02-03-2023,AP-05,Active,TRUE,0
901791557765,Low,Pension,2000,26-12-2023,AP-11,Active,TRUE,3
466124656493,Low,Health,5000,24-06-2024,AP-15,Active,TRUE,3
629647851150,Low,Pension,2000,16-01-2026,DL-18,Active,TRUE,5
646818313016,Low,Health,5000,07-09-2023,AP-07,Active,TRUE,3
498307133607,Low,Food,1000,02-05-2024,WB-16,Active,TRUE,4
812299811391,Low,Food,1000,18-09-2024,AP-18,Active,TRUE,3
597938789479,Low,Pension,2000,26-02-2025,AP-17,Active,TRUE,2
908029688225,Low,Pension,2000,14-09-2023,GJ-18,Active,TRUE,0
182790786470,Low,Food,1000,25-02-2023,UP-07,Active,TRUE,1
536340995135,Low,Pension,2000,14-09-2024,MP-06,Active,TRUE,1
916891709413,Low,Food,1000,03-02-2024,KA-18,Active,TRUE,5
622627211512,Low,Food,1000,27-01-2024,GJ-04,Active,TRUE,4
181235959102,Low,Health,5000,25-09-2023,WB-18,Active,TRUE,5
246014951245,Low,Food,1000,28-06-2024,MP-17,Active,TRUE,0
939381839125,Low,Health,5000,01-05-2025,AP-20,Active,TRUE,2
425661446394,Low,Food,1000,17-01-2023,DL-13,Active,TRUE,2
308702048955,Low,Pension,2000,09-04-2024,UP-07,Active,TRUE,5
227471629597,Low,Pension,2000,06-02-2026,KA-12,Active,TRUE,4
216881296324,Low,Food,1000,03-12-2023,UP-14,Active,TRUE,3
834762686854,Low,Health,5000,04-04-2024,UP-07,Active,TRUE,3
878145744256,Low,Health,5000,08-05-2023,DL-06,Active,TRUE,0
910436216619,Low,Pension,2000,13-04-2024,KA-19,Active,TRUE,1
583084366956,Low,Health,5000,25-08-2025,UP-18,Active,TRUE,0
235994865484,Low,Pension,2000,31-03-2023,GJ-06,Active,TRUE,0
552481124863,Low,Food,1000,18-05-2024,MH-04,Active,TRUE,4
486234681814,Low,Health,5000,26-05-2024,AP-01,Active,TRUE,3
627876502946,Low,Food,1000,03-02-2026,AP-01,Active,TRUE,2
252240169982,Low,Health,5000,05-04-2024,MH-11,Active,TRUE,1
745488637691,Low,Health,5000,27-07-2025,WB-08,Active,TRUE,4
849292098189,Low,Pension,2000,15-04-2024,UP-12,Active,TRUE,0
714131041288,Low,Pension,2000,20-02-2025,DL-03,Active,TRUE,3
988498723166,Low,Pension,2000,18-09-2025,AP-07,Active,TRUE,5
656524356605,Low,Pension,2000,15-10-2023,MP-17,Active,TRUE,4
276014767656,Low,Health,5000,30-03-2025,DL-10,Active,TRUE,4
636551907382,Low,Pension,2000,14-10-2023,MP-09,Active,TRUE,0
513735073293,Low,Pension,2000,01-06-2024,AP-13,Active,TRUE,5
284736437844,Low,Pension,2000,10-02-2023,DL-20,Active,TRUE,3
573914226829,Low,Pension,2000,16-07-2025,UP-01,Active,TRUE,1
567856400544,Low,Health,5000,05-05-2025,MP-08,Active,TRUE,5
292014858734,Low,Pension,2000,09-09-2025,RJ-04,Active,TRUE,4
514030248463,Low,Pension,2000,25-05-2023,MH-03,Active,TRUE,5
885507707891,Low,Health,5000,28-06-2024,UP-15,Active,TRUE,2
908125616130,Low,Pension,2000,31-01-2025,UP-13,Active,TRUE,5
693787884297,Low,Food,1000,20-09-2023,RJ-18,Active,TRUE,3
359615298395,Low,Health,5000,18-02-2024,RJ-11,Active,TRUE,4
717392632983,Low,Pension,2000,07-11-2023,RJ-20,Active,TRUE,3
637981074863,Low,Food,1000,07-02-2026,RJ-09,Active,TRUE,1
743380702849,Low,Health,5000,10-03-2024,DL-07,Active,TRUE,2
786622158834,Low,Food,1000,12-06-2025,TN-12,Active,TRUE,2
236243608114,Low,Pension,2000,21-11-2024,AP-03,Active,TRUE,3
935007537080,Low,Pension,2000,05-08-2025,DL-18,Active,TRUE,4
624821152502,Low,Food,1000,04-10-2025,MP-19,Active,TRUE,1
361000439048,Low,Food,1000,29-04-2023,WB-10,Active,TRUE,2
276102009607,Low,Health,5000,08-02-2023,MH-12,Active,TRUE,2
229109852202,Low,Food,1000,25-06-2023,MH-17,Active,TRUE,5
280362303012,Low,Food,1000,13-10-2023,MH-09,Active,TRUE,0
893198759202,Low,Food,1000,03-03-2023,GJ-15,Active,TRUE,2
772839012752,Low,Food,1000,28-02-2024,DL-09,Active,TRUE,5
409190759533,Low,Pension,2000,11-02-2024,GJ-11,Active,TRUE,2
991851263625,Low,Pension,2000,26-08-2025,UP-08,Active,TRUE,0
321494792783,Low,Food,1000,05-04-2024,DL-12,Active,TRUE,2
934752643023,Low,Health,5000,22-03-2023,AP-09,Active,TRUE,2
274589629536,Low,Health,5000,03-07-2023,RJ-18,Active,TRUE,1
184858153591,Low,Health,5000,08-10-2025,MP-06,Active,TRUE,1
783811499981,Low,Health,5000,03-10-2025,UP-16,Active,TRUE,0
972663239001,Low,Food,1000,30-09-2025,GJ-02,Active,TRUE,2
440447589205,Low,Pension,2000,17-02-2026,DL-14,Active,TRUE,0
312674641103,Low,Health,5000,19-09-2025,KA-08,Active,TRUE,1
779285704661,Low,Food,1000,19-02-2025,RJ-03,Active,TRUE,5
758246981408,Low,Health,5000,16-05-2023,WB-17,Active,TRUE,5
143812776574,Low,Health,5000,01-12-2023,AP-16,Active,TRUE,2
614434853738,Low,Food,1000,02-06-2024,MP-13,Active,TRUE,1
152516704242,Low,Pension,2000,16-10-2023,MP-19,Active,TRUE,0
663896443293,Low,Food,1000,01-05-2025,AP-08,Active,TRUE,5
685678629626,Low,Food,1000,17-01-2023,MH-15,Active,TRUE,5
518717466301,Low,Pension,2000,04-02-2023,DL-04,Active,TRUE,3
678968062641,Low,Pension,2000,16-02-2024,GJ-15,Active,TRUE,2
236427315441,Low,Pension,2000,06-07-2025,GJ-01,Active,TRUE,1
763396907234,Low,Food,1000,08-05-2025,KA-09,Active,TRUE,0
600790052846,Low,Pension,2000,04-06-2024,GJ-12,Active,TRUE,5
289617242034,Low,Pension,2000,03-12-2025,KA-19,Active,TRUE,4
947441566251,Low,Food,1000,18-11-2025,WB-18,Active,TRUE,1
667511450313,Low,Health,5000,30-03-2023,AP-01,Active,TRUE,4
360123025475,Low,Food,1000,29-07-2024,MP-07,Active,TRUE,2
515799592706,Low,Pension,2000,27-12-2023,MH-03,Active,TRUE,1
919490833646,Low,Food,1000,19-09-2025,WB-10,Active,TRUE,2
220346132609,Low,Pension,2000,25-09-2024,MP-20,Active,TRUE,2
855673207073,Low,Food,1000,22-11-2024,KA-17,Active,TRUE,0
322576399674,Low,Pension,2000,04-10-2024,DL-11,Active,TRUE,3
397128203175,Low,Pension,2000,05-03-2023,GJ-01,Active,TRUE,2
686760202502,Low,Pension,2000,10-03-2025,AP-03,Active,TRUE,4
416064042699,Low,Health,5000,25-03-2025,WB-05,Active,TRUE,5
276274326430,Low,Food,1000,10-01-2026,RJ-10,Active,TRUE,4
966074788223,Low,Pension,2000,13-04-2024,GJ-05,Active,TRUE,2
808101699158,Low,Pension,2000,06-09-2024,RJ-14,Active,TRUE,4
794060674203,Low,Food,1000,29-03-2023,WB-10,Active,TRUE,0
541930258456,Low,Food,1000,07-06-2025,AP-19,Active,TRUE,2
874391767337,Low,Health,5000,14-06-2023,AP-02,Active,TRUE,3
842925487935,Low,Pension,2000,07-06-2024,GJ-16,Active,TRUE,2
649469413845,Low,Food,1000,31-08-2024,TN-05,Active,TRUE,4
878472036790,Low,Pension,2000,28-05-2023,UP-20,Active,TRUE,4
595633892542,Low,Pension,2000,26-01-2023,WB-04,Active,TRUE,2
691194761587,Low,Health,5000,31-12-2025,DL-07,Active,TRUE,0
825812676830,Low,Health,5000,21-11-2025,UP-17,Active,TRUE,5
624325516569,Low,Pension,2000,09-05-2023,WB-05,Active,TRUE,0
901836451556,Low,Food,1000,03-01-2023,UP-16,Active,TRUE,4
419789881363,Low,Pension,2000,25-03-2025,UP-13,Active,TRUE,1
433312851235,Low,Pension,2000,23-06-2024,UP-20,Active,TRUE,4
604735341566,Low,Pension,2000,23-02-2023,TN-03,Active,TRUE,0
751775209423,Low,Health,5000,24-09-2023,UP-19,Active,TRUE,1
659679466357,Low,Food,1000,26-11-2025,KA-09,Active,TRUE,1
484079977967,Low,Pension,2000,09-11-2025,KA-12,Active,TRUE,1
581299074614,Low,Pension,2000,26-09-2023,DL-15,Active,TRUE,2
539077802959,Low,Health,5000,11-12-2025,KA-20,Active,TRUE,1
407604548434,Low,Food,1000,05-02-2024,RJ-16,Active,TRUE,4
892337446099,Low,Pension,2000,02-12-2025,MH-01,Active,TRUE,1
932547845283,Low,Pension,2000,20-02-2023,DL-03,Active,TRUE,5
926500111435,Low,Health,5000,21-05-2023,DL-19,Active,TRUE,0
593506819142,Low,Pension,2000,10-05-2025,UP-06,Active,TRUE,3
740644069719,Low,Pension,2000,20-01-2026,DL-12,Active,TRUE,2
295635334911,Low,Food,1000,05-05-2024,TN-05,Active,TRUE,0
317173398401,Low,Health,5000,29-07-2025,AP-17,Active,TRUE,5
733709505971,Low,Food,1000,25-09-2023,KA-12,Active,TRUE,2
736908736432,Low,Health,5000,25-06-2024,DL-20,Active,TRUE,1
415726890569,Low,Food,1000,24-02-2024,AP-01,Active,TRUE,5
525762731551,Low,Food,1000,15-08-2025,DL-13,Active,TRUE,4
644984109460,Low,Health,5000,17-02-2024,WB-01,Active,TRUE,2
338532291360,Low,Pension,2000,05-10-2023,TN-04,Active,TRUE,0
632377716441,Low,Pension,2000,31-05-2025,MH-01,Active,TRUE,0
847881974836,Low,Pension,2000,16-01-2023,KA-09,Active,TRUE,5
500171440613,Low,Food,1000,01-06-2023,RJ-02,Active,TRUE,5
819198681992,Low,Pension,2000,21-09-2024,GJ-06,Active,TRUE,3
486733777220,Low,Food,1000,16-08-2023,GJ-13,Active,TRUE,1
306013876025,Low,Food,1000,10-03-2025,AP-05,Active,TRUE,4
461299482208,Low,Pension,2000,30-06-2024,KA-04,Active,TRUE,2
770763770821,Low,Health,5000,28-01-2024,MP-04,Active,TRUE,1
690341604607,Low,Food,1000,02-10-2025,GJ-01,Active,TRUE,2
663071071075,Low,Health,5000,08-04-2025,MH-16,Active,TRUE,4
286185074836,Low,Food,1000,21-11-2023,TN-20,Active,TRUE,5
984425174702,Low,Food,1000,01-08-2023,WB-12,Active,TRUE,5
859374378398,Low,Food,1000,06-02-2025,DL-19,Active,TRUE,3
962671391942,Low,Health,5000,30-09-2023,WB-08,Active,TRUE,4
840750463956,Low,Pension,2000,15-04-2024,MH-15,Active,TRUE,2
535642505941,Low,Pension,2000,25-04-2024,DL-05,Active,TRUE,3
196645479183,Low,Pension,2000,05-01-2024,MP-07,Active,TRUE,0
362566888591,Low,Health,5000,26-02-2025,WB-18,Active,TRUE,5
625941090134,Low,Pension,2000,01-10-2023,GJ-16,Active,TRUE,3
970905374757,Low,Health,5000,15-03-2025,WB-19,Active,TRUE,1
923632705212,Low,Pension,2000,27-03-2024,TN-17,Active,TRUE,2
163747016232,Low,Food,1000,12-11-2023,MH-14,Active,TRUE,0
280490478705,Low,Pension,2000,13-05-2025,MP-05,Active,TRUE,4
113099943101,Low,Health,5000,20-10-2024,GJ-03,Active,TRUE,1
562916039185,Low,Food,1000,12-11-2023,GJ-10,Active,TRUE,3
726797291027,Low,Food,1000,31-12-2025,UP-16,Active,TRUE,2
375599340132,Low,Pension,2000,11-04-2025,MH-17,Active,TRUE,4
258948438051,Low,Health,5000,06-05-2024,WB-19,Active,TRUE,2
491786797080,Low,Pension,2000,03-10-2024,KA-11,Active,TRUE,0
323466567333,Low,Health,5000,19-02-2025,MP-10,Active,TRUE,0
639284707297,Low,Health,5000,29-04-2023,KA-13,Active,TRUE,2
282281892940,Low,Pension,2000,04-03-2025,UP-06,Active,TRUE,0
455948737337,Low,Health,5000,26-09-2024,MP-15,Active,TRUE,1
549634214079,Low,Health,5000,03-10-2024,TN-16,Active,TRUE,3
121088608210,Low,Pension,2000,15-07-2025,TN-09,Active,TRUE,1
388584436151,Low,Pension,2000,01-02-2024,AP-07,Active,TRUE,2
622823607445,Low,Food,1000,12-11-2025,UP-15,Active,TRUE,0
310857155543,Low,Food,1000,29-09-2025,TN-18,Active,TRUE,0
838871680601,Low,Health,5000,10-10-2025,MP-01,Active,TRUE,1
315199282125,Low,Health,5000,05-08-2023,MP-04,Active,TRUE,0
266734709011,Low,Pension,2000,20-02-2023,UP-12,Active,TRUE,5
658835818900,Low,Pension,2000,23-12-2025,WB-03,Active,TRUE,2
146906432068,Low,Food,1000,17-10-2024,RJ-12,Active,TRUE,4
719815597929,Low,Health,5000,16-08-2024,MP-14,Active,TRUE,1
198612092880,Low,Pension,2000,06-01-2024,GJ-11,Active,TRUE,1
612507665650,Low,Health,5000,06-03-2024,DL-15,Active,TRUE,2
438448454389,Low,Food,1000,19-02-2023,GJ-02,Active,TRUE,0
803129258339,Low,Health,5000,04-05-2025,AP-14,Active,TRUE,1
616267029443,Low,Food,1000,11-06-2025,TN-10,Active,TRUE,4
769831018311,Low,Pension,2000,02-12-2023,WB-13,Active,TRUE,2
932351740105,Low,Pension,2000,06-07-2023,GJ-16,Active,TRUE,3
428685924735,Low,Food,1000,03-05-2023,AP-10,Active,TRUE,1
558491612254,Low,Health,5000,02-04-2023,GJ-02,Active,TRUE,3
264573686365,Low,Food,1000,29-07-2024,DL-11,Active,TRUE,0
778026053429,Low,Food,1000,01-05-2024,DL-05,Active,TRUE,3
459072176466,Low,Health,5000,19-12-2024,MP-14,Active,TRUE,1
944801608089,Low,Pension,2000,14-10-2023,UP-08,Active,TRUE,0
320368280904,Low,Health,5000,20-09-2025,RJ-11,Active,TRUE,5
527425297598,Low,Pension,2000,12-03-2023,RJ-07,Active,TRUE,1
625527250016,Low,Pension,2000,02-04-2023,AP-16,Active,TRUE,5
485892542680,Low,Health,5000,28-03-2024,AP-16,Active,TRUE,1
288433963179,Low,Health,5000,02-12-2024,AP-09,Active,TRUE,1
662727922769,Low,Pension,2000,15-10-2025,MP-15,Active,TRUE,4
398416611450,Low,Pension,2000,01-08-2023,DL-14,Active,TRUE,4
642724350495,Low,Pension,2000,29-11-2025,AP-13,Active,TRUE,0
355025646810,Low,Food,1000,06-10-2025,KA-15,Active,TRUE,5
827899815858,Low,Food,1000,24-08-2024,KA-15,Active,TRUE,2
191423535706,Low,Pension,2000,05-03-2023,RJ-05,Active,TRUE,2
110686268661,Low,Food,1000,30-12-2025,TN-06,Active,TRUE,2
118961761945,Low,Health,5000,09-12-2023,MH-15,Active,TRUE,5
415690399649,Low,Pension,2000,16-04-2023,TN-16,Active,TRUE,3
571355218372,Low,Food,1000,24-10-2024,UP-10,Active,TRUE,5
889721826866,Low,Health,5000,13-06-2023,UP-11,Active,TRUE,5
909800879987,Low,Food,1000,28-07-2024,MP-13,Active,TRUE,1
737150064241,Low,Food,1000,02-07-2024,TN-02,Active,TRUE,4
721832558793,Low,Food,1000,31-07-2025,UP-02,Active,TRUE,5
415513904268,Low,Pension,2000,13-06-2024,UP-08,Active,TRUE,0
358582915075,Low,Health,5000,24-04-2025,MP-02,Active,TRUE,1
463530344090,Low,Health,5000,08-09-2024,UP-05,Active,TRUE,0
891563548318,Low,Pension,2000,24-07-2025,GJ-10,Active,TRUE,0
210299387989,Low,Food,1000,20-10-2025,DL-08,Active,TRUE,2
431390986033,Low,Food,1000,03-03-2025,DL-10,Active,TRUE,3
740527822704,Low,Health,5000,05-10-2023,KA-02,Active,TRUE,2
947829038594,Low,Health,5000,11-11-2024,RJ-06,Active,TRUE,3
340996969857,Low,Health,5000,10-05-2023,AP-11,Active,TRUE,5
923402498287,Low,Food,1000,31-12-2023,AP-07,Active,TRUE,1
828528817620,Low,Food,1000,26-10-2025,RJ-05,Active,TRUE,1
911749105133,Low,Food,1000,17-01-2025,DL-05,Active,TRUE,1
328821279282,Low,Pension,2000,09-09-2024,UP-13,Active,TRUE,4
645242526438,Low,Health,5000,15-12-2023,KA-16,Active,TRUE,0
837045243901,Low,Health,5000,10-05-2024,MH-08,Active,TRUE,0
504420204622,Low,Health,5000,31-10-2025,RJ-07,Active,TRUE,5
629146880254,Low,Pension,2000,06-05-2023,RJ-12,Active,TRUE,5
148146380200,Low,Health,5000,19-02-2026,GJ-01,Active,TRUE,4
672279146706,Low,Food,1000,15-08-2023,RJ-09,Active,TRUE,5
554996506166,Low,Pension,2000,13-08-2024,KA-02,Active,TRUE,1
213627088475,Low,Food,1000,21-07-2025,TN-01,Active,TRUE,5
162533311580,Low,Food,1000,28-09-2024,MH-04,Active,TRUE,1
876356725813,Low,Food,1000,24-03-2025,WB-05,Active,TRUE,0
565447290904,Low,Food,1000,18-11-2024,TN-10,Active,TRUE,1
516026275745,Low,Health,5000,09-11-2023,MH-12,Active,TRUE,3
929043431711,Low,Health,5000,20-07-2023,UP-02,Active,TRUE,3
531758480474,Low,Health,5000,28-08-2023,WB-19,Active,TRUE,0
765744135188,Low,Food,1000,16-04-2024,KA-12,Active,TRUE,3
604647455856,Low,Health,5000,11-06-2024,AP-05,Active,TRUE,3
293078109034,Low,Food,1000,16-12-2023,TN-01,Active,TRUE,4
196122866553,Low,Pension,2000,17-01-2025,TN-12,Active,TRUE,1
842944113044,Low,Pension,2000,21-07-2024,RJ-05,Active,TRUE,4
397258835066,Low,Health,5000,21-05-2023,WB-14,Active,TRUE,0
530353604748,Low,Pension,2000,14-01-2024,MH-04,Active,TRUE,0
799323735406,Low,Health,5000,20-02-2025,MP-06,Active,TRUE,3
496828067358,Low,Health,5000,29-08-2025,DL-11,Active,TRUE,1
210899479261,Low,Health,5000,14-07-2025,DL-10,Active,TRUE,1
474559100800,Low,Pension,2000,07-02-2024,MH-17,Active,TRUE,1
231212866236,Low,Pension,2000,25-02-2024,KA-03,Active,TRUE,1
140859113302,Low,Health,5000,24-04-2023,WB-09,Active,TRUE,3
410740063227,Low,Pension,2000,26-04-2025,UP-13,Active,TRUE,4
436615329783,Low,Pension,2000,13-05-2024,DL-18,Active,TRUE,2
220432744338,Low,Health,5000,20-08-2023,MH-19,Active,TRUE,5
490080819706,Low,Food,1000,02-02-2025,AP-07,Active,TRUE,4
546886763894,Low,Health,5000,25-09-2024,KA-13,Active,TRUE,5
988150946606,Low,Food,1000,12-08-2025,RJ-03,Active,TRUE,0
860673713795,Low,Health,5000,19-09-2023,GJ-17,Active,TRUE,1
524895304483,Low,Pension,2000,16-05-2024,TN-12,Active,TRUE,2
435626683315,Low,Pension,2000,26-07-2024,WB-13,Active,TRUE,5
568493979795,Low,Health,5000,29-08-2025,DL-20,Active,TRUE,4
995706261905,Low,Food,1000,02-11-2024,GJ-18,Active,TRUE,2
998372021817,Low,Food,1000,16-07-2024,DL-02,Active,TRUE,3
545234342177,Low,Pension,2000,22-06-2025,MH-01,Active,TRUE,4
953955033422,Low,Food,1000,30-01-2023,RJ-06,Active,TRUE,1
468453274593,Low,Health,5000,23-01-2025,TN-13,Active,TRUE,3
487797961844,Low,Pension,2000,13-12-2025,GJ-07,Active,TRUE,3
932000341929,Low,Health,5000,02-11-2023,KA-17,Active,TRUE,3
413067679488,Low,Pension,2000,05-01-2024,MH-08,Active,TRUE,2
347462803667,Low,Food,1000,04-12-2024,RJ-07,Active,TRUE,1
425334008995,Low,Pension,2000,13-01-2026,MH-05,Active,TRUE,1
541168765285,Low,Food,1000,20-01-2023,TN-02,Active,TRUE,3
809227602304,Low,Pension,2000,14-04-2023,UP-07,Active,TRUE,4
650150192961,Low,Health,5000,14-01-2024,DL-20,Active,TRUE,1
173240006505,Low,Food,1000,08-06-2024,UP-10,Active,TRUE,1
743642649044,Low,Food,1000,24-02-2024,MP-08,Active,TRUE,1
628830253399,Low,Pension,2000,16-10-2024,KA-06,Active,TRUE,5
971897776220,Low,Pension,2000,17-07-2023,GJ-08,Active,TRUE,1
855726372067,Low,Food,1000,10-03-2023,UP-20,Active,TRUE,0
984691417003,Low,Pension,2000,18-07-2023,TN-18,Active,TRUE,4
489944262956,Low,Health,5000,06-11-2023,RJ-14,Active,TRUE,5
355222612641,Low,Pension,2000,25-07-2025,MP-11,Active,TRUE,0
789550091499,Low,Food,1000,12-05-2024,UP-07,Active,TRUE,3
601464919704,Low,Food,1000,02-08-2025,AP-20,Active,TRUE,5
328235633418,Low,Food,1000,22-12-2023,MP-09,Active,TRUE,5
627863961631,Low,Pension,2000,15-11-2023,MP-17,Active,TRUE,1
616183919991,Low,Food,1000,20-09-2025,TN-14,Active,TRUE,0
112845996639,Low,Pension,2000,13-10-2023,WB-17,Active,TRUE,2
402494332827,Low,Food,1000,03-06-2025,MH-12,Active,TRUE,5
758245437826,Low,Health,5000,24-03-2025,GJ-04,Active,TRUE,5
209092982992,Low,Food,1000,15-01-2024,MP-19,Active,TRUE,4
618044307505,Low,Health,5000,24-03-2023,DL-16,Active,TRUE,3
703034710309,Low,Food,1000,18-05-2023,GJ-14,Active,TRUE,1
612048149683,Low,Health,5000,12-12-2024,MP-08,Active,TRUE,1
412221673148,Low,Health,5000,16-10-2024,DL-15,Active,TRUE,4
612949976769,Low,Health,5000,27-04-2024,TN-14,Active,TRUE,4
954030337105,Low,Pension,2000,12-04-2023,KA-01,Active,TRUE,4
476714014645,Low,Health,5000,14-04-2023,GJ-01,Active,TRUE,4
762034115513,Low,Food,1000,21-09-2023,MP-02,Active,TRUE,2
620468231248,Low,Pension,2000,15-07-2023,KA-06,Active,TRUE,1
883448232891,Low,Health,5000,04-03-2024,TN-11,Active,TRUE,1
693694117549,Low,Food,1000,06-12-2023,DL-09,Active,TRUE,5
488028419104,Low,Pension,2000,19-06-2023,TN-03,Active,TRUE,2
964444541662,Low,Health,5000,03-07-2024,AP-02,Active,TRUE,4
383090411577,Low,Health,5000,30-06-2023,UP-03,Active,TRUE,5
733273755682,Low,Health,5000,10-02-2024,GJ-15,Active,TRUE,3
323951045922,Low,Food,1000,08-04-2024,DL-18,Active,TRUE,2
818595675053,Low,Food,1000,13-01-2023,KA-08,Active,TRUE,3
587396349757,Low,Food,1000,15-06-2023,GJ-07,Active,TRUE,5
626359463028,Low,Pension,2000,01-05-2025,MP-10,Active,TRUE,0
409884691325,Low,Health,5000,14-06-2024,WB-04,Active,TRUE,2
963177885654,Low,Food,1000,21-02-2023,DL-11,Active,TRUE,2
744699648248,Low,Food,1000,13-01-2023,GJ-06,Active,TRUE,5
302494028599,Low,Food,1000,16-02-2026,WB-07,Active,TRUE,0
936794453427,Low,Health,5000,25-05-2023,DL-01,Active,TRUE,2
970999410120,Low,Pension,2000,14-08-2024,GJ-18,Active,TRUE,5
386285787703,Low,Health,5000,26-06-2024,DL-07,Active,TRUE,0
557412290030,Low,Food,1000,06-02-2025,GJ-20,Active,TRUE,0
990827191765,Low,Food,1000,16-04-2023,KA-01,Active,TRUE,3
579183594446,Low,Pension,2000,02-05-2025,KA-18,Active,TRUE,4
713836322212,Low,Pension,2000,27-09-2025,MP-09,Active,TRUE,2
349461137496,Low,Pension,2000,24-04-2025,MP-13,Active,TRUE,2
813902260333,Low,Pension,2000,09-04-2024,AP-20,Active,TRUE,1
416179934911,Low,Health,5000,08-04-2023,AP-14,Active,TRUE,2
463671532678,Low,Pension,2000,28-01-2026,WB-15,Active,TRUE,5
577414010317,Low,Food,1000,03-02-2025,MH-14,Active,TRUE,1
959626751290,Low,Pension,2000,08-01-2024,MP-20,Active,TRUE,2
224477113940,Low,Food,1000,19-03-2025,TN-11,Active,TRUE,0
637758159866,Low,Food,1000,27-01-2024,AP-09,Active,TRUE,3
862496172146,Low,Health,5000,26-07-2023,DL-11,Active,TRUE,0
870451159021,Low,Health,5000,13-02-2025,DL-18,Active,TRUE,4
972038418187,Low,Food,1000,16-09-2025,MP-10,Active,TRUE,2
702699198715,Low,Food,1000,07-10-2025,GJ-04,Active,TRUE,4
734590370285,Low,Health,5000,10-07-2024,RJ-04,Active,TRUE,2
146423045893,Low,Food,1000,06-11-2023,MH-10,Active,TRUE,4
151761438016,Low,Pension,2000,31-08-2025,TN-07,Active,TRUE,3
238964936369,Low,Pension,2000,04-02-2025,MH-06,Active,TRUE,2
315713858725,Low,Food,1000,08-12-2024,GJ-15,Active,TRUE,1
191659781897,Low,Pension,2000,08-04-2023,MH-13,Active,TRUE,1
729370204892,Low,Food,1000,31-12-2023,RJ-14,Active,TRUE,4
155591856088,Low,Health,5000,12-09-2024,MP-10,Active,TRUE,4
447299569923,Low,Food,1000,30-11-2024,MH-03,Active,TRUE,2
868420188614,Low,Pension,2000,08-05-2023,UP-04,Active,TRUE,3
686829655471,Low,Health,5000,09-07-2025,DL-15,Active,TRUE,3
467491398053,Low,Pension,2000,29-12-2025,MH-03,Active,TRUE,1
920013261873,Low,Health,5000,06-09-2024,KA-20,Active,TRUE,5
664317815291,Low,Food,1000,14-02-2023,RJ-08,Active,TRUE,4
701559698284,Low,Food,1000,25-05-2025,DL-19,Active,TRUE,3
168921483555,Low,Pension,2000,06-06-2025,AP-09,Active,TRUE,0
816990201097,Low,Pension,2000,05-01-2025,AP-01,Active,TRUE,5
801609668291,Low,Health,5000,05-01-2025,UP-11,Active,TRUE,1
544366129237,Low,Food,1000,24-03-2024,GJ-08,Active,TRUE,0
786845783897,Low,Food,1000,09-06-2025,TN-12,Active,TRUE,2
116795356595,Low,Food,1000,11-02-2024,MH-16,Active,TRUE,4
621842578854,Low,Health,5000,19-03-2025,AP-16,Active,TRUE,2
457015779383,Low,Health,5000,18-05-2025,WB-07,Active,TRUE,0
491124008732,Low,Food,1000,14-02-2024,RJ-17,Active,TRUE,1
487426081115,Low,Pension,2000,14-12-2024,WB-01,Active,TRUE,3
422482690990,Low,Food,1000,09-11-2024,MH-07,Active,TRUE,1
101371177391,Low,Pension,2000,19-01-2023,WB-12,Active,TRUE,1
